img_path,video_path,cate,modality,label
top14-part1/valuableset/images/599951167339356173.jpg,xuebao/videos/00024.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167339356174.jpg,xuebao/videos/00024.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167339356175.jpg,xuebao/videos/00024.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167339356176.jpg,xuebao/videos/00024.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167339356179.jpg,xuebao/videos/00025.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167339356180.jpg,xuebao/videos/00025.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167339356181.jpg,xuebao/videos/00025.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167339356182.jpg,xuebao/videos/00025.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167339356183.jpg,xuebao/videos/00025.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167339356184.jpg,xuebao/videos/00025.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167339356185.jpg,xuebao/videos/00025.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167339356186.jpg,xuebao/videos/00025.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167339356187.jpg,xuebao/videos/00025.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167339356188.jpg,xuebao/videos/00025.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167339356189.jpg,xuebao/videos/00025.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167339356190.jpg,xuebao/videos/00025.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167339356191.jpg,xuebao/videos/00025.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167339356208.jpg,xuebao/videos/00025.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550465.jpg,xuebao/videos/00028.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550466.jpg,xuebao/videos/00028.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550467.jpg,xuebao/videos/00028.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550468.jpg,xuebao/videos/00028.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550469.jpg,xuebao/videos/00028.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550470.jpg,xuebao/videos/00028.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550471.jpg,xuebao/videos/00028.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550472.jpg,xuebao/videos/00028.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550473.jpg,xuebao/videos/00028.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550474.jpg,xuebao/videos/00028.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550475.jpg,xuebao/videos/00028.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550476.jpg,xuebao/videos/00028.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550477.jpg,xuebao/videos/00028.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550478.jpg,xuebao/videos/00028.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550479.jpg,xuebao/videos/00028.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550480.jpg,xuebao/videos/00028.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550481.jpg,xuebao/videos/00028.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550482.jpg,xuebao/videos/00028.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550483.jpg,xuebao/videos/00028.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550484.jpg,xuebao/videos/00028.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550485.jpg,xuebao/videos/00028.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550486.jpg,xuebao/videos/00028.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550487.jpg,xuebao/videos/00028.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550488.jpg,xuebao/videos/00028.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550489.jpg,xuebao/videos/00028.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550490.jpg,xuebao/videos/00028.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550491.jpg,xuebao/videos/00028.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550492.jpg,xuebao/videos/00028.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550493.jpg,xuebao/videos/00028.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550494.jpg,xuebao/videos/00028.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550495.jpg,xuebao/videos/00028.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550496.jpg,xuebao/videos/00028.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550497.jpg,xuebao/videos/00029.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550498.jpg,xuebao/videos/00029.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550499.jpg,xuebao/videos/00029.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550500.jpg,xuebao/videos/00029.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550501.jpg,xuebao/videos/00029.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550502.jpg,xuebao/videos/00029.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550503.jpg,xuebao/videos/00029.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550504.jpg,xuebao/videos/00029.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550505.jpg,xuebao/videos/00029.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550506.jpg,xuebao/videos/00029.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550507.jpg,xuebao/videos/00029.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550508.jpg,xuebao/videos/00029.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550509.jpg,xuebao/videos/00029.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550510.jpg,xuebao/videos/00029.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550511.jpg,xuebao/videos/00029.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550512.jpg,xuebao/videos/00029.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167343550513.jpg,xuebao/videos/00029.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167347744768.jpg,xuebao/videos/00029.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167347744769.jpg,xuebao/videos/00029.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167347744770.jpg,xuebao/videos/00029.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167347744771.jpg,xuebao/videos/00029.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167347744772.jpg,xuebao/videos/00029.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167347744773.jpg,xuebao/videos/00029.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167347744774.jpg,xuebao/videos/00029.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167347744775.jpg,xuebao/videos/00029.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167347744776.jpg,xuebao/videos/00029.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167347744777.jpg,xuebao/videos/00029.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167347744779.jpg,xuebao/videos/00029.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167347744780.jpg,xuebao/videos/00029.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167347744781.jpg,xuebao/videos/00029.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167347744783.jpg,xuebao/videos/00039.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167347744784.jpg,xuebao/videos/00039.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167347744785.jpg,xuebao/videos/00039.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167347744786.jpg,xuebao/videos/00039.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167347744787.jpg,xuebao/videos/00039.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167347744789.jpg,xuebao/videos/00039.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167347744790.jpg,xuebao/videos/00039.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167347744791.jpg,xuebao/videos/00039.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167347744793.jpg,xuebao/videos/00039.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167347744797.jpg,xuebao/videos/00039.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167347744801.jpg,xuebao/videos/00039.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167347744815.jpg,xuebao/videos/00043.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167347744816.jpg,xuebao/videos/00043.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167347744817.jpg,xuebao/videos/00043.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939072.jpg,xuebao/videos/00043.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939073.jpg,xuebao/videos/00043.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939074.jpg,xuebao/videos/00043.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939075.jpg,xuebao/videos/00043.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939076.jpg,xuebao/videos/00043.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939077.jpg,xuebao/videos/00043.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939079.jpg,xuebao/videos/00043.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939080.jpg,xuebao/videos/00043.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939081.jpg,xuebao/videos/00043.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939082.jpg,xuebao/videos/00043.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939083.jpg,xuebao/videos/00043.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939084.jpg,xuebao/videos/00043.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939085.jpg,xuebao/videos/00043.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939086.jpg,xuebao/videos/00043.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939087.jpg,xuebao/videos/00043.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939088.jpg,xuebao/videos/00043.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939089.jpg,xuebao/videos/00043.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939090.jpg,xuebao/videos/00043.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939091.jpg,xuebao/videos/00043.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939092.jpg,xuebao/videos/00043.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939093.jpg,xuebao/videos/00043.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939094.jpg,xuebao/videos/00043.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939095.jpg,xuebao/videos/00043.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939096.jpg,xuebao/videos/00043.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939097.jpg,xuebao/videos/00043.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939098.jpg,xuebao/videos/00043.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939099.jpg,xuebao/videos/00043.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939100.jpg,xuebao/videos/00043.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939101.jpg,xuebao/videos/00047.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939102.jpg,xuebao/videos/00047.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939103.jpg,xuebao/videos/00047.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939104.jpg,xuebao/videos/00047.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939105.jpg,xuebao/videos/00047.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939106.jpg,xuebao/videos/00047.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939107.jpg,xuebao/videos/00047.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939108.jpg,xuebao/videos/00047.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939109.jpg,xuebao/videos/00047.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939110.jpg,xuebao/videos/00047.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939111.jpg,xuebao/videos/00047.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939113.jpg,xuebao/videos/00047.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939116.jpg,xuebao/videos/00047.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939117.jpg,xuebao/videos/00047.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939118.jpg,xuebao/videos/00047.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939119.jpg,xuebao/videos/00047.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939120.jpg,xuebao/videos/00047.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167351939121.jpg,xuebao/videos/00047.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167356133376.jpg,xuebao/videos/00047.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167356133377.jpg,xuebao/videos/00047.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167356133378.jpg,xuebao/videos/00047.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167356133379.jpg,xuebao/videos/00047.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167356133380.jpg,xuebao/videos/00047.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167356133381.jpg,xuebao/videos/00047.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167356133382.jpg,xuebao/videos/00047.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167356133385.jpg,xuebao/videos/00047.AVI,xuebao,Infra,train
top14-part1/valuableset/images/599951167356133387.jpg,xuebao/videos/00060.AVI,xuebao,Infra,test
top14-part1/valuableset/images/599951167356133388.jpg,xuebao/videos/00060.AVI,xuebao,Infra,test
top14-part1/valuableset/images/599951167356133389.jpg,xuebao/videos/00060.AVI,xuebao,Infra,test
top14-part1/valuableset/images/599951167356133390.jpg,xuebao/videos/00060.AVI,xuebao,Infra,test
top14-part1/valuableset/images/599951167356133391.jpg,xuebao/videos/00060.AVI,xuebao,Infra,test
top14-part1/valuableset/images/599951167356133392.jpg,xuebao/videos/00060.AVI,xuebao,Infra,test
top14-part1/valuableset/images/599951167356133394.jpg,xuebao/videos/00060.AVI,xuebao,Infra,test
top14-part1/valuableset/images/599951167356133395.jpg,xuebao/videos/00060.AVI,xuebao,Infra,test
top14-part1/valuableset/images/599951167356133396.jpg,xuebao/videos/00060.AVI,xuebao,Infra,test
top14-part1/valuableset/images/599951167356133397.jpg,xuebao/videos/00060.AVI,xuebao,Infra,test
top14-part1/valuableset/images/599951167356133398.jpg,xuebao/videos/00060.AVI,xuebao,Infra,test
top14-part1/valuableset/images/599951167356133399.jpg,xuebao/videos/00060.AVI,xuebao,Infra,test
top14-part1/valuableset/images/599951167356133400.jpg,xuebao/videos/00060.AVI,xuebao,Infra,test
top14-part1/valuableset/images/599951167356133401.jpg,xuebao/videos/00060.AVI,xuebao,Infra,test
top14-part1/valuableset/images/599951167356133402.jpg,xuebao/videos/00060.AVI,xuebao,Infra,test
top14-part1/valuableset/images/599951167356133403.jpg,xuebao/videos/00060.AVI,xuebao,Infra,test
top14-part1/valuableset/images/599951167356133404.jpg,xuebao/videos/00060.AVI,xuebao,Infra,test
top14-part1/valuableset/images/599951167356133405.jpg,xuebao/videos/00060.AVI,xuebao,Infra,test
top14-part1/valuableset/images/599951167356133406.jpg,xuebao/videos/00060.AVI,xuebao,Infra,test
top14-part1/valuableset/images/599951167356133407.jpg,xuebao/videos/00060.AVI,xuebao,Infra,test
top14-part1/valuableset/images/599951167356133408.jpg,xuebao/videos/00060.AVI,xuebao,Infra,test
top14-part1/valuableset/images/599951167356133409.jpg,xuebao/videos/00060.AVI,xuebao,Infra,test
top14-part1/valuableset/images/599951167356133410.jpg,xuebao/videos/00060.AVI,xuebao,Infra,test
top14-part1/valuableset/images/599951167356133411.jpg,xuebao/videos/00060.AVI,xuebao,Infra,test
top14-part1/valuableset/images/599951167356133412.jpg,xuebao/videos/00060.AVI,xuebao,Infra,test
top14-part1/valuableset/images/599951167356133413.jpg,xuebao/videos/00060.AVI,xuebao,Infra,test
top14-part1/valuableset/images/599951167356133414.jpg,xuebao/videos/00060.AVI,xuebao,Infra,test
top14-part1/valuableset/images/599951167356133415.jpg,xuebao/videos/00060.AVI,xuebao,Infra,test
top14-part1/valuableset/images/599951167356133416.jpg,xuebao/videos/00060.AVI,xuebao,Infra,test
top14-part1/valuableset/images/599951167356133417.jpg,xuebao/videos/00060.AVI,xuebao,Infra,test
top14-part1/valuableset/images/599951167356133419.jpg,xuebao/videos/00071.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167356133420.jpg,xuebao/videos/00071.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167356133421.jpg,xuebao/videos/00071.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167356133422.jpg,xuebao/videos/00071.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167356133423.jpg,xuebao/videos/00071.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167356133424.jpg,xuebao/videos/00071.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167356133425.jpg,xuebao/videos/00071.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167360327680.jpg,xuebao/videos/00071.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167360327681.jpg,xuebao/videos/00071.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167360327682.jpg,xuebao/videos/00071.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167360327683.jpg,xuebao/videos/00071.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167360327684.jpg,xuebao/videos/00071.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167360327685.jpg,xuebao/videos/00071.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167360327686.jpg,xuebao/videos/00071.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167360327687.jpg,xuebao/videos/00071.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167360327688.jpg,xuebao/videos/00071.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167360327689.jpg,xuebao/videos/00071.AVI,xuebao,RGB,train
top14-part1/valuableset/images/599951167360327705.jpg,xuebao/videos/00073.AVI,xuebao,RGB,test
top14-part1/valuableset/images/599951167360327706.jpg,xuebao/videos/00073.AVI,xuebao,RGB,test
top14-part1/valuableset/images/599951167360327707.jpg,xuebao/videos/00073.AVI,xuebao,RGB,test
top14-part1/valuableset/images/599951167360327708.jpg,xuebao/videos/00073.AVI,xuebao,RGB,test
top14-part1/valuableset/images/599951167360327709.jpg,xuebao/videos/00073.AVI,xuebao,RGB,test
top14-part1/valuableset/images/599951167360327710.jpg,xuebao/videos/00073.AVI,xuebao,RGB,test
top14-part1/valuableset/images/599951167360327711.jpg,xuebao/videos/00073.AVI,xuebao,RGB,test
top14-part1/valuableset/images/599951167360327712.jpg,xuebao/videos/00073.AVI,xuebao,RGB,test
top14-part1/valuableset/images/599951167360327713.jpg,xuebao/videos/00073.AVI,xuebao,RGB,test
top14-part1/valuableset/images/599951167360327714.jpg,xuebao/videos/00073.AVI,xuebao,RGB,test
top14-part1/valuableset/images/599951167360327715.jpg,xuebao/videos/00073.AVI,xuebao,RGB,test
top14-part1/valuableset/images/599951167364521991.jpg,xuebao/videos/00075.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167364521992.jpg,xuebao/videos/00075.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167364521993.jpg,xuebao/videos/00075.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167364521994.jpg,xuebao/videos/00075.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167364521995.jpg,xuebao/videos/00075.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167364521996.jpg,xuebao/videos/00075.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167364521997.jpg,xuebao/videos/00075.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167364521998.jpg,xuebao/videos/00075.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167364521999.jpg,xuebao/videos/00075.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167364522000.jpg,xuebao/videos/00075.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167364522001.jpg,xuebao/videos/00075.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167364522002.jpg,xuebao/videos/00075.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167364522003.jpg,xuebao/videos/00075.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167364522004.jpg,xuebao/videos/00075.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167364522005.jpg,xuebao/videos/00075.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167364522006.jpg,xuebao/videos/00075.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167364522007.jpg,xuebao/videos/00075.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167364522008.jpg,xuebao/videos/00075.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167364522009.jpg,xuebao/videos/00075.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167364522010.jpg,xuebao/videos/00075.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167364522011.jpg,xuebao/videos/00075.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167364522012.jpg,xuebao/videos/00075.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167364522013.jpg,xuebao/videos/00075.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167364522014.jpg,xuebao/videos/00075.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167364522015.jpg,xuebao/videos/00075.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167364522016.jpg,xuebao/videos/00075.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167364522017.jpg,xuebao/videos/00075.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167364522018.jpg,xuebao/videos/00075.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167364522019.jpg,xuebao/videos/00075.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167364522020.jpg,xuebao/videos/00075.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167364522021.jpg,xuebao/videos/00075.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167364522022.jpg,xuebao/videos/00078.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167364522023.jpg,xuebao/videos/00078.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167364522024.jpg,xuebao/videos/00078.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167364522025.jpg,xuebao/videos/00078.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167364522026.jpg,xuebao/videos/00078.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167364522027.jpg,xuebao/videos/00078.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167364522028.jpg,xuebao/videos/00078.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167364522029.jpg,xuebao/videos/00078.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167364522030.jpg,xuebao/videos/00078.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167364522031.jpg,xuebao/videos/00078.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167364522032.jpg,xuebao/videos/00078.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167368716288.jpg,xuebao/videos/00078.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167368716289.jpg,xuebao/videos/00078.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167368716290.jpg,xuebao/videos/00078.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167368716291.jpg,xuebao/videos/00078.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167368716292.jpg,xuebao/videos/00078.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167368716293.jpg,xuebao/videos/00078.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167368716294.jpg,xuebao/videos/00078.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167368716295.jpg,xuebao/videos/00078.MP4,xuebao,RGB,train
top14-part1/valuableset/images/599951167368716296.jpg,xuebao/videos/00078.MP4,xuebao,RGB,train
