video_path,cate,modality
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00063.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00064.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00065.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00066.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00067.AVI,baichunlu,Infra
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00068.AVI,baichunlu,Infra
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00069.AVI,baichunlu,Infra
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00070.AVI,baichunlu,Infra
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00071.AVI,baichunlu,Infra
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00072.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00073.AVI,baichunlu,Infra
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00074.AVI,baichunlu,Infra
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00075.AVI,baichunlu,Infra
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00076.MOV,baichunlu,Infra
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00077.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00078.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00079.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00080.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00081.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00082.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00083.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00084.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00085.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00086.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00087.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00088.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00089.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00090.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00091.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00092.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00093.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00094.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00095.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00096.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00097.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00098.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00099.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00100.AVI,baichunlu,Infra
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00101.AVI,baichunlu,Infra
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00102.AVI,baichunlu,Infra
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00103.AVI,baichunlu,Infra
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00104.AVI,baichunlu,Infra
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00105.AVI,baichunlu,Infra
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00106.AVI,baichunlu,Infra
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00107.AVI,baichunlu,Infra
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00108.AVI,baichunlu,Infra
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00109.AVI,baichunlu,Infra
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00110.AVI,baichunlu,Infra
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00111.AVI,baichunlu,Infra
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00112.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00113.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00114.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00115.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00116.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00117.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00118.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00119.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00120.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00121.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00122.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00123.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00124.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00125.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00126.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00127.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00128.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00129.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00130.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00131.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00132.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00133.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00134.AVI,baichunlu,Infra
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00135.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00136.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00137.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00138.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00139.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00140.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00141.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00142.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00143.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00144.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00145.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00146.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00147.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00148.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00149.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00150.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00151.AVI,baichunlu,Infra
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00152.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00153.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00154.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00155.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00156.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00157.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00158.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00159.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00160.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00161.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00162.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00163.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00164.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00165.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00166.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00167.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00168.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00169.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00170.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00171.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00172.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00173.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00174.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00175.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00176.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00177.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00178.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00179.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00180.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00181.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00182.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00183.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00184.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00185.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00186.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00187.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00188.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00189.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00190.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00191.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00192.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00193.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00194.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00195.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00196.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00197.AVI,baichunlu,Infra
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00198.AVI,baichunlu,Infra
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00199.AVI,baichunlu,Infra
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00200.AVI,baichunlu,Infra
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00201.AVI,baichunlu,Infra
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00202.AVI,baichunlu,Infra
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00203.AVI,baichunlu,Infra
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00204.AVI,baichunlu,Infra
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00205.AVI,baichunlu,Infra
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00206.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00207.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00208.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00209.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00210.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00211.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00212.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00213.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00214.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00215.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00216.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00217.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00218.AVI,baichunlu,Infra
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00219.AVI,baichunlu,Infra
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00220.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00221.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00222.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00223.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00224.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00225.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00226.AVI,baichunlu,Infra
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00227.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00228.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00229.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00230.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00231.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00232.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00233.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00234.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00235.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00236.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00237.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00238.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00239.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00240.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00241.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00242.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00243.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00244.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00245.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00246.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00247.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00248.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00249.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00250.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00251.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00252.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00253.AVI,baichunlu,RGB
D:/WWF_Det/WWF_Data/Raw_Data/top14-all/baichunlu/videos/00254.AVI,baichunlu,RGB
